,a,b,c,d,e,f,g,h,i,j
5757,816,226,85,487,441,227,314,926,428,48
5758,222,338,965,495,546,850,70,137,442,431
5759,0,90,276,157,176,183,679,897,412,263
5760,314,12,751,994,322,796,198,152,794,587
5761,137,51,503,824,411,561,835,956,44,903
5762,415,466,957,712,930,378,715,53,240,279
5763,561,789,304,788,660,368,809,360,724,411
5764,549,782,943,185,209,994,943,798,892,336
5765,786,307,255,845,638,64,51,954,613,154
5766,500,463,566,631,816,632,231,63,304,238
5767,103,320,115,113,778,752,133,684,666,921
5768,634,33,94,605,823,69,922,692,943,391
5769,434,370,232,903,416,159,372,584,844,357
5770,317,330,937,913,936,803,766,777,580,427
5771,701,880,229,48,238,706,990,414,155,144
5772,680,18,220,278,891,283,12,562,392,963
5773,935,810,223,31,817,747,207,31,223,333
5774,239,390,672,656,482,591,171,492,669,857
5775,942,649,102,823,139,654,308,789,596,565
5776,540,377,23,605,753,18,35,282,982,426
5777,544,738,274,551,45,524,773,415,565,373
5778,872,975,926,21,797,106,230,318,449,29
5779,534,948,412,910,270,580,16,922,952,403
5780,557,497,308,116,636,509,355,220,911,531
5781,731,954,22,68,341,708,532,463,425,22
5782,323,852,629,500,225,24,947,706,198,215
5783,562,48,8,572,431,930,558,744,517,242
5784,412,622,711,970,707,525,333,217,151,373
5785,474,124,528,79,357,286,362,560,122,975
5786,815,287,178,172,479,49,639,504,892,426
5787,617,731,122,319,440,782,999,204,192,342
5788,529,153,834,65,882,606,693,775,485,209
5789,130,911,812,916,346,806,360,762,369,907
5790,942,9,934,889,602,405,240,983,964,817
5791,838,646,596,73,900,657,264,90,788,100
5792,573,740,455,365,209,903,817,730,612,884
5793,54,616,145,604,496,532,756,388,469,723
5794,328,283,487,962,208,121,981,280,6,493
5795,74,305,670,450,34,683,654,751,620,909
5796,901,292,104,93,775,929,341,785,145,169
5797,489,762,471,439,887,299,180,960,315,442
5798,636,71,256,630,76,629,820,98,489,936
5799,116,769,399,180,784,404,936,169,420,791
5800,844,475,430,448,247,129,38,749,256,315
5801,772,901,239,348,320,76,356,78,894,170
5802,450,339,978,855,737,805,900,949,508,228
5803,862,378,126,10,271,615,767,876,605,263
5804,859,590,875,631,130,649,800,262,334,967
5805,446,959,554,663,913,403,557,963,734,447
5806,919,868,447,259,114,19,152,844,284,834
5807,138,163,679,608,209,88,89,791,13,269
5808,505,937,162,334,844,370,921,0,72,394
5809,508,833,515,631,210,152,755,955,886,129
5810,381,509,88,479,177,921,970,160,809,893
5811,983,40,462,507,202,968,97,124,676,2
5812,731,541,103,237,833,131,73,422,842,951
5813,147,122,571,899,653,59,761,855,384,437
5814,965,668,542,866,867,447,252,298,86,994
5815,58,168,579,656,984,505,851,442,152,254
5816,409,147,763,734,554,169,736,752,225,818
5817,845,112,69,719,316,554,359,742,382,459
5818,126,504,338,411,986,810,508,812,939,697
5819,883,866,339,230,853,729,675,976,275,795
5820,837,481,671,657,873,339,344,103,442,277
5821,690,474,866,415,689,231,906,90,165,584
5822,595,372,47,388,173,68,502,756,918,546
5823,500,272,353,925,708,375,11,586,814,535
5824,608,959,946,484,3,554,710,813,863,688
5825,664,64,721,261,904,251,278,396,252,3
5826,369,473,417,262,764,278,724,498,324,779
5827,211,302,778,829,888,817,408,784,405,115
5828,707,927,297,401,664,806,311,40,617,634
5829,992,576,730,818,701,693,98,136,181,617
5830,540,3,30,57,738,134,604,858,103,145
5831,78,988,133,409,391,945,777,484,397,5
5832,214,494,777,837,680,131,365,415,288,22
5833,73,795,90,964,321,854,769,116,849,661
5834,28,164,887,837,309,103,280,900,772,544
5835,55,114,282,598,768,350,621,626,35,519
5836,760,943,736,450,44,990,421,604,904,146
5837,57,691,483,725,440,291,479,654,164,293
5838,718,357,35,102,426,660,922,508,564,206
5839,64,484,220,242,68,422,967,385,570,344
5840,510,30,779,963,887,435,547,42,341,84
5841,14,789,55,477,284,722,88,577,609,492
5842,207,109,359,17,400,737,894,356,774,376
5843,102,534,570,58,52,356,719,890,956,65
5844,276,9,334,373,631,121,972,555,88,888
5845,119,712,366,455,380,389,713,766,424,444
5846,44,400,838,772,160,525,483,840,202,917
5847,721,814,173,432,651,300,732,785,472,185
5848,810,891,76,472,360,150,567,531,182,714
5849,420,23,589,962,965,687,899,522,734,940
5850,146,559,736,372,659,62,324,271,473,42
5851,377,679,281,169,9,289,600,605,877,819
5852,178,279,893,912,835,785,380,196,475,176
5853,986,693,0,138,842,871,968,560,976,333
5854,683,668,122,468,896,327,689,876,146,255
5855,664,938,904,404,77,264,341,551,713,186
5856,430,727,588,720,901,504,114,818,923,370
5857,215,942,913,546,90,425,655,801,467,814
5858,76,911,661,410,613,339,454,937,24,849
5859,857,271,245,202,109,900,525,963,667,313
5860,717,232,257,744,440,48,276,650,997,161
5861,639,242,797,893,602,420,327,298,207,875
5862,444,77,416,969,484,67,11,592,54,170
5863,716,898,887,964,432,661,953,388,270,211
5864,201,627,773,968,761,84,310,761,571,696
5865,80,560,710,483,724,953,791,535,325,808
5866,257,562,683,642,827,442,424,810,93,462
5867,294,548,502,429,971,998,60,258,210,186
5868,436,14,892,452,750,974,385,545,397,961
5869,890,142,102,775,655,137,474,661,780,230
5870,216,992,100,191,849,209,337,398,76,19
5871,560,537,898,156,997,368,738,34,692,42
5872,494,992,207,171,318,523,278,569,949,604
5873,750,344,160,324,504,28,248,364,771,945
5874,600,804,458,33,709,975,748,667,32,892
5875,108,473,379,134,689,273,436,172,331,879
5876,460,322,862,109,811,916,437,683,385,239
5877,26,812,343,69,545,968,301,634,123,246
5878,595,296,132,24,281,387,503,705,55,7
5879,0,585,190,158,111,776,163,973,473,882
5880,670,285,700,975,767,72,777,391,205,926
5881,463,364,31,135,519,422,228,242,194,159
5882,437,397,693,523,709,529,920,337,558,104
5883,802,707,362,161,685,561,36,452,822,107
5884,923,232,884,549,790,80,312,555,646,312
5885,712,787,297,488,832,241,753,947,873,663
5886,379,341,214,636,526,270,376,151,735,728
5887,680,951,385,546,547,284,57,664,415,338
5888,912,255,993,311,936,901,470,740,832,106
5889,990,71,752,11,823,638,175,377,271,426
5890,888,860,533,904,336,710,0,42,650,774
5891,573,281,844,451,537,105,94,482,211,351
5892,198,368,141,718,263,365,450,4,910,62
5893,640,621,906,50,881,360,438,533,633,943
5894,321,284,961,758,590,644,877,858,159,570
5895,512,144,907,66,814,412,216,825,993,97
5896,816,39,25,538,143,978,464,151,256,993
5897,879,977,137,231,845,567,318,227,621,577
5898,855,383,642,775,115,379,226,807,684,494
5899,141,914,112,960,82,539,795,107,710,91
5900,232,508,148,667,976,390,692,337,637,408
5901,82,383,993,185,505,609,409,425,553,128
5902,748,99,509,397,839,90,22,677,820,124
5903,196,842,242,582,949,526,408,608,789,449
5904,994,136,448,830,401,816,867,258,690,3
5905,151,989,820,372,425,804,542,325,746,860
5906,43,731,949,545,229,400,223,6,193,481
5907,621,511,392,481,894,39,668,39,266,350
5908,731,791,353,141,387,729,209,153,266,359
5909,918,336,897,548,962,460,808,841,63,12
5910,254,850,258,588,203,782,200,418,214,286
5911,269,53,456,671,43,468,182,86,611,653
5912,484,210,353,7,803,779,970,751,485,269
5913,488,842,878,782,370,97,368,686,331,687
5914,586,348,950,404,953,757,470,551,926,698
5915,407,872,712,417,469,624,982,88,959,152
5916,16,425,795,245,390,418,759,207,271,387
5917,384,964,461,493,823,164,350,448,121,397
5918,380,230,926,271,941,439,333,132,541,92
5919,504,490,564,361,671,0,814,218,458,336
5920,432,295,967,96,554,288,38,734,813,676
5921,567,468,307,923,827,848,958,106,119,974
5922,478,136,445,51,522,143,84,889,587,639
5923,930,875,746,573,884,291,920,39,441,332
5924,4,108,544,394,675,644,169,944,910,642
5925,725,420,356,318,433,955,749,833,208,493
5926,433,799,456,191,343,380,509,33,353,313
5927,682,543,143,696,963,966,568,727,605,990
5928,311,986,814,904,641,151,371,84,420,932
5929,807,19,990,362,363,101,863,565,146,919
5930,907,71,735,943,733,623,275,205,701,984
5931,538,744,977,623,83,233,865,463,183,911
5932,438,794,323,809,977,934,332,156,794,549
5933,556,568,91,979,765,10,496,482,996,961
5934,930,20,745,492,90,116,967,150,123,785
5935,883,87,927,410,28,365,990,851,121,542
5936,885,7,625,833,167,795,421,280,374,695
5937,213,755,681,345,55,624,646,341,530,523
5938,303,796,191,841,438,297,457,488,241,223
5939,14,671,850,765,851,187,721,646,875,264
5940,135,381,519,550,500,6,881,755,715,389
5941,492,464,419,838,182,335,646,13,653,659
5942,694,510,490,574,469,470,707,328,761,71
5943,507,853,193,11,225,172,355,541,759,103
5944,430,237,508,242,712,418,425,174,462,663
5945,220,681,953,566,847,887,12,692,492,878
5946,294,5,452,257,233,753,233,332,798,484
5947,218,405,937,1,866,518,486,702,775,0
5948,565,272,341,900,55,1,465,812,240,93
5949,814,290,297,301,994,955,857,926,813,40
5950,934,5,394,1,208,428,792,457,328,857
5951,17,919,527,392,549,138,807,857,959,393
5952,796,500,86,514,86,944,97,302,484,300
5953,957,473,823,226,728,856,696,276,938,809
5954,117,84,894,38,132,100,384,170,762,911
5955,962,604,600,634,215,327,354,89,576,450
5956,114,229,419,235,848,491,61,574,658,221
5957,184,613,767,186,186,695,438,570,618,856
5958,269,163,423,983,698,753,303,410,325,642
5959,886,770,409,423,82,975,746,723,301,317
5960,550,189,359,6,666,998,169,984,736,297
5961,724,101,239,204,173,349,48,28,206,377
5962,756,505,293,117,270,968,544,809,57,805
5963,408,150,304,543,685,534,19,878,405,45
5964,140,288,217,779,814,232,328,193,960,255
5965,251,400,697,794,643,714,145,450,668,949
5966,236,24,274,383,997,0,233,497,453,293
5967,693,106,71,549,36,424,216,575,617,596
5968,510,351,246,376,127,317,166,825,935,401
5969,286,995,509,622,618,555,553,518,572,257
5970,964,13,467,716,188,182,681,613,631,72
5971,458,569,626,881,84,855,165,311,791,812
5972,553,304,383,544,120,124,721,647,277,364
5973,515,563,627,613,68,825,122,645,167,500
5974,978,240,368,162,416,588,776,524,783,320
5975,296,722,94,933,819,586,622,141,842,963
5976,59,372,822,173,545,479,715,99,530,849
5977,31,689,983,336,97,49,742,616,45,851
5978,189,562,631,698,647,763,950,665,0,82
5979,482,172,250,397,521,892,823,163,809,426
5980,437,494,642,177,350,293,286,802,345,832
5981,216,57,432,422,206,429,888,523,959,111
5982,108,591,79,514,345,928,584,16,352,235
5983,596,627,747,507,965,853,382,859,575,685
5984,820,646,838,401,825,974,478,898,16,568
5985,408,916,404,804,84,200,262,482,867,557
5986,149,476,240,554,644,227,550,322,823,567
5987,800,669,978,317,249,720,384,112,324,318
5988,18,458,295,922,894,473,852,732,365,838
5989,738,500,16,340,647,821,40,52,267,412
5990,17,952,150,941,734,794,138,534,339,705
5991,913,797,410,455,486,478,383,878,184,638
5992,899,971,150,886,310,658,605,962,781,993
5993,495,742,406,263,397,28,576,140,302,958
5994,554,919,254,566,950,961,919,800,666,774
5995,64,792,964,981,874,893,805,227,315,757
5996,568,709,39,492,311,671,684,767,989,731
5997,136,612,364,566,83,98,190,456,199,289
5998,600,758,438,768,222,262,85,0,727,365
5999,568,913,740,427,467,589,141,122,906,417
6000,639,998,360,876,214,843,828,391,142,454
6001,517,308,74,6,295,620,121,858,518,706
6002,241,568,814,593,422,57,591,482,278,597
6003,974,61,19,585,282,242,251,26,143,156
6004,348,908,172,812,237,439,771,939,245,821
6005,440,745,659,727,787,294,935,274,786,475
6006,797,243,939,331,344,336,628,269,475,168
6007,323,204,407,400,585,267,13,656,280,500
6008,347,492,964,386,442,108,752,729,2,106
6009,302,625,614,659,354,169,837,417,289,950
6010,713,237,476,515,273,131,751,974,157,703
6011,268,859,988,305,802,280,203,872,612,83
6012,265,356,704,999,698,298,157,317,369,867
6013,884,439,792,34,158,33,936,619,135,205
6014,183,604,564,840,202,166,610,374,572,496
6015,730,269,958,7,888,900,896,638,252,883
6016,558,378,883,522,729,669,113,55,143,377
6017,30,272,469,2,114,665,379,24,761,134
6018,470,480,659,340,827,991,688,980,614,295
6019,466,399,317,806,357,47,539,815,106,694
6020,533,992,492,981,2,366,258,232,466,715
6021,420,512,553,304,231,737,909,272,921,51
6022,732,743,845,480,878,625,557,501,279,439
6023,174,115,235,861,460,425,903,617,476,271
6024,440,574,918,840,162,823,694,249,51,656
6025,487,899,186,187,731,460,33,835,24,969
6026,815,173,610,850,149,140,297,746,623,193
6027,405,931,693,858,662,558,391,34,686,331
6028,96,611,90,497,208,969,632,80,59,415
6029,467,222,937,91,711,90,972,727,931,900
6030,392,546,325,900,998,504,648,497,732,125
6031,292,398,499,988,987,210,212,518,649,394
6032,460,952,438,491,198,951,529,62,860,968
6033,970,103,603,5,905,220,707,48,311,778
6034,799,142,852,271,933,383,424,895,788,789
6035,633,649,216,353,855,659,405,722,287,278
6036,6,259,748,819,508,739,184,796,829,730
6037,838,110,564,419,488,567,542,181,522,463
6038,887,750,222,687,693,593,115,840,500,316
6039,167,361,727,52,612,310,237,7,862,250
6040,290,897,278,825,833,145,902,715,759,688
6041,265,424,779,659,285,754,913,533,939,881
6042,362,53,145,912,10,173,210,780,706,337
6043,431,80,777,802,427,745,318,380,826,549
6044,873,644,226,848,836,728,664,618,160,328
6045,14,179,385,178,326,100,717,444,452,449
6046,369,297,513,628,968,404,57,49,792,25
6047,790,799,558,629,231,172,436,551,676,182
6048,106,329,646,839,133,853,951,880,804,293
6049,811,163,293,168,480,864,917,478,156,299
6050,106,941,649,182,351,90,981,995,645,108
6051,510,120,3,378,131,780,791,193,204,445
6052,84,182,79,694,29,892,544,945,150,130
6053,499,968,661,553,96,549,25,493,631,506
6054,30,547,995,150,117,434,185,416,789,413
6055,550,76,987,389,47,730,409,327,7,201
6056,90,709,778,52,667,412,812,57,67,240
6057,645,867,530,639,568,214,784,127,811,670
6058,696,437,615,427,646,400,49,406,880,826
6059,251,74,220,427,716,677,425,644,972,17
6060,516,534,175,748,649,429,384,297,352,908
6061,821,612,436,23,209,897,626,114,632,218
6062,751,479,95,194,25,570,129,267,806,320
6063,485,385,944,20,248,80,985,92,646,48
6064,75,448,614,634,391,933,360,832,364,959
6065,879,443,111,327,759,478,415,116,179,892
6066,866,169,441,238,319,582,576,880,80,316
6067,686,424,895,408,401,421,325,597,318,681
6068,81,936,816,378,441,933,186,482,175,971
6069,712,635,813,635,760,678,408,176,379,467
6070,655,250,111,471,683,10,370,988,352,219
6071,732,402,700,858,59,648,667,896,438,985
6072,470,86,656,602,902,372,729,638,572,981
6073,60,16,369,756,251,881,529,385,589,860
6074,20,825,938,15,265,320,434,169,462,275
6075,510,324,643,834,621,810,653,363,768,900
6076,604,221,983,95,597,649,742,107,471,207
6077,662,863,269,735,723,208,742,61,389,754
6078,759,391,320,80,25,978,795,370,696,422
6079,835,507,191,586,261,264,556,921,771,886
6080,234,604,439,464,609,913,246,785,821,90
6081,203,213,882,924,93,362,867,880,662,46
6082,42,846,485,900,425,5,149,221,662,197
6083,751,703,639,861,209,919,468,372,328,730
6084,143,234,337,259,258,150,605,378,492,768
6085,795,578,769,117,583,721,565,680,729,405
6086,277,102,701,676,565,519,600,315,68,739
6087,469,903,981,357,942,522,567,614,86,137
6088,728,198,258,432,394,484,139,810,602,767
6089,57,90,572,944,412,169,299,695,933,896
6090,0,496,185,903,455,613,16,170,452,473
6091,250,659,874,36,683,878,212,923,622,662
6092,788,437,882,209,142,30,486,117,194,718
6093,267,446,412,876,505,287,703,538,279,584
6094,285,186,294,915,883,131,483,566,781,807
6095,775,214,77,198,782,341,366,771,684,80
6096,912,104,691,314,527,543,100,497,939,631
6097,738,676,155,90,364,329,535,694,55,643
6098,761,12,868,35,7,268,375,838,609,441
6099,915,69,728,341,736,851,96,536,80,456
6100,130,476,21,868,632,46,599,864,345,334
6101,91,389,83,330,351,410,772,10,894,636
6102,155,106,60,557,289,554,94,769,216,126
6103,787,90,991,334,128,885,873,201,224,367
6104,657,412,36,661,814,540,403,134,29,832
6105,821,232,239,360,971,801,867,667,502,344
6106,724,36,200,919,689,925,54,55,985,10
6107,38,867,240,666,941,601,731,256,146,45
6108,135,440,303,198,521,464,201,787,399,467
6109,821,514,481,11,465,416,133,899,815,799
6110,558,173,753,728,461,218,367,574,739,846
6111,716,834,169,743,74,812,305,157,23,752
6112,707,588,378,967,199,163,459,97,654,147
6113,167,564,243,129,755,5,695,545,734,677
6114,926,96,676,418,804,351,297,664,182,431
6115,234,319,477,70,201,344,153,709,199,111
6116,794,463,170,88,669,660,765,855,36,28
6117,610,665,866,887,295,695,598,939,688,795
6118,189,584,77,561,181,726,409,613,573,769
6119,789,978,864,18,266,113,94,384,843,509
6120,898,541,105,727,848,84,806,516,154,112
6121,666,385,420,787,213,306,235,209,875,41
6122,623,248,370,479,14,244,74,82,961,565
6123,363,819,829,336,692,655,40,991,463,932
6124,157,465,389,512,332,662,671,5,288,87
6125,811,739,920,196,840,472,223,413,105,797
6126,150,818,717,547,558,170,903,732,704,79
6127,754,167,79,113,852,551,41,921,230,156
6128,695,734,483,795,654,498,105,884,323,867
6129,107,889,108,421,977,862,463,609,561,798
6130,736,802,944,981,482,715,595,130,983,216
6131,921,164,492,58,958,32,784,299,358,789
6132,882,308,337,512,608,276,654,24,766,386
6133,896,977,975,703,106,157,73,163,326,426
6134,770,579,124,87,561,199,17,119,380,61
6135,568,108,607,342,592,731,339,350,606,171
6136,685,93,776,736,949,390,952,682,711,579
6137,590,685,252,964,841,124,70,65,341,924
6138,953,613,223,671,371,173,473,645,611,204
6139,768,721,576,929,887,413,183,55,33,429
6140,635,364,942,647,525,539,146,382,986,236
6141,222,775,149,180,11,426,844,763,828,260
6142,740,659,28,221,121,905,884,950,884,465
6143,133,308,425,792,338,461,367,907,137,397
6144,687,230,6,604,330,362,571,807,184,406
6145,379,988,71,567,295,94,875,229,419,578
6146,920,62,550,284,72,770,449,642,406,41
6147,830,694,490,178,698,203,250,158,968,289
6148,428,929,392,307,379,951,666,40,198,58
6149,682,233,983,846,347,71,723,696,298,290
6150,800,512,873,300,643,888,489,496,476,217
6151,277,871,123,376,810,986,18,316,857,486
6152,310,253,782,426,839,555,895,471,558,368
6153,706,784,91,994,326,722,300,658,41,919
6154,48,866,676,959,397,856,695,590,914,923
6155,16,335,313,898,948,604,630,752,325,938
6156,208,78,619,884,792,431,709,999,547,13
6157,991,184,479,622,992,536,329,272,317,230
6158,903,521,824,117,316,556,260,596,946,184
6159,266,322,862,133,989,290,309,296,64,124
6160,32,213,918,415,200,481,382,719,288,707
6161,56,805,564,582,587,286,422,456,291,180
6162,591,160,837,274,565,745,483,400,897,183
6163,736,530,83,956,231,766,649,744,337,584
6164,297,653,89,718,407,996,39,640,526,30
6165,294,498,472,265,476,548,709,861,292,7
6166,412,585,680,235,526,923,142,742,337,655
6167,645,999,339,406,600,917,333,630,328,409
6168,692,198,639,789,786,855,309,403,277,146
6169,630,396,154,981,632,195,831,227,516,576
6170,668,358,309,472,705,383,295,183,720,104
6171,699,116,475,23,733,564,254,457,236,491
6172,230,356,407,371,660,468,664,963,60,627
6173,66,729,914,235,251,812,659,695,62,951
6174,894,674,736,738,338,414,392,567,600,545
6175,564,587,276,595,637,492,234,670,831,967
